"ID","SW480_12","SW480_15","SW480_18","SW480_21","SW480_24","SW480_27","SW480_30","SW480_33","SW480_36","SW480_39","SW480_42"
"ENSG00000000003",40.894999609904,36.1697842965402,37.2377027772606,38.7461608184772,47.7917360653626,44.3917746507634,46.5085731075508,46.5699168648444,46.2620233745238,44.057575973088,44.4939848966755
"ENSG00000000419",88.1612221822128,91.4809954678453,83.7867236314569,82.2403316437456,76.6227363591785,69.5264965297039,70.4070426920607,64.9258730891254,62.5633144008512,57.9430122165266,65.9968147078655
"ENSG00000000457",8.72524364919623,9.00701244582652,9.3653887160008,10.5969648354528,9.90666353568264,9.92231534434484,9.999096394514,9.62846483644087,9.40750020420991,9.02295444866678,9.75395743231568
"ENSG00000000460",23.53681649626,24.1101489196056,18.1601066154406,16.676903431827,16.0945626055818,11.7224043379681,10.5183097072195,10.4375027187172,9.43535546537273,9.86402024133723,9.96701638739883
"ENSG00000001036",90.0534463805404,82.3556038821276,83.3059503222676,80.2141346537612,83.8608985997547,81.5697423571936,81.5523539975912,78.3031248931531,83.0027085363068,75.6588205824005,80.6605690716211
"ENSG00000001084",32.8633644143739,37.0559718171345,41.8486249539567,38.1767762494915,41.1098362905383,33.5382328309369,35.4391405893102,33.8779551645145,30.1957556795321,33.7098352889682,34.9327265266549
"ENSG00000001167",34.4601892809658,30.4311774650713,27.3649018737062,28.1896592224064,30.1164963093541,28.5271265879618,29.2854918284291,28.7625055169395,26.7142117033635,30.0104097174879,30.6517652199625
"ENSG00000001460",5.11682296842133,6.45501297892438,5.80946358584531,5.3663950110131,6.58770905468849,5.50134672974612,5.10739892325225,5.54214344139441,4.99416764174399,5.42932670445495,5.87995013150559
"ENSG00000001461",29.3884940528656,35.3459501367591,33.3962488224697,38.3584810435527,39.2064592080943,37.1068249007254,42.6697709780091,42.2924591171529,39.7282248146097,45.8892308131135,43.9691186134043
"ENSG00000001497",119.314215426095,126.108152755089,121.144064129203,108.641559801847,108.952860910771,96.1104819964355,92.3915183622071,86.8850304339316,80.2736780972827,80.377849618225,82.8620158580953
"ENSG00000001561",15.5886294094325,18.8834429531876,17.5104509972888,18.6721197408092,17.3825152687143,20.9635611638548,19.2995599370753,21.5889694447891,21.1495510964766,19.9976073413198,18.8582000895196
"ENSG00000001617",4.63814046361801,7.09772092961538,5.1740571227219,5.54359316000348,7.47440618523364,8.20359967782953,7.70351348305315,8.83368487878982,8.52707665714548,10.1876722707133,10.0982936455981
"ENSG00000001629",97.3599699050068,123.243648828211,123.086210274514,131.722959038978,130.172782424277,138.735775096345,133.751016220553,143.755082827077,132.557176799697,142.874936649556,131.221523791018
"ENSG00000001630",174.968419898441,186.498356608741,175.35119774245,173.948856936035,193.991146425301,169.368013274867,230.323159672412,243.107799576762,238.080852874845,197.863490320788,230.516921928434
"ENSG00000001631",60.856750702219,63.4346285882585,74.591984404507,72.7866294185864,73.0407662677403,81.4870028954144,76.6679009332398,75.1114579284235,74.883359116648,74.6017044837384,69.2339951155365
"ENSG00000002016",11.1141067198411,15.4354028109386,15.2394916812067,14.8172148911489,10.8534814520324,9.92262250965413,11.4389039922407,11.395693127086,11.3972126596718,12.4135994333603,11.8586277584754
"ENSG00000002330",32.43711374955,30.4392271358545,30.8022985022656,31.1988104134732,32.5261575068763,36.9517367601964,35.4068892452079,37.6600149517955,35.9089243474501,33.955828472538,36.8872420366114
"ENSG00000002549",46.7313169362084,44.5163737530004,42.9697610133521,40.152925962176,39.8986615962311,42.6890477577841,44.1873508380529,42.0930089815079,42.5776961071236,41.0966584132849,41.3266528585631
"ENSG00000002586",105.838961015184,92.3060215560472,96.3900337910986,95.1572211015237,108.729284655697,119.241412592751,126.541932992785,117.948169293783,118.003841208505,119.47786335888,119.011143135763
"ENSG00000002587",1.71374465963598,0.994433051405385,3.17504745504329,3.38429835169879,3.15105765663221,0.828046348790821,2.45015644122722,3.08615304186987,3.84484223560841,2.74230575900971,2.34259838246353
"ENSG00000002726",49.6369143198287,44.2732442933843,43.3594662931677,42.1467711187295,45.7262293410146,55.143273610658,56.3528120415926,61.8525181342226,63.8733788502056,77.4856460347263,74.896050038628
"ENSG00000002745",1.61373802582582,2.13447940093829,2.48857706020671,2.1223379577451,2.73130439328344,3.185124584033,2.92860850297311,2.9013713940424,3.23098532890138,3.37095495886169,2.59383566044886
"ENSG00000002746",3.35633999910048,2.5263334539385,3.13941747532526,2.29617976935298,3.02988636612176,1.91014753948014,2.36381001742818,2.68064611447872,2.39482356054013,2.76545804048228,2.55452357428382
"ENSG00000002822",50.9494227748474,48.1435578259554,62.355066650131,66.7313412697421,76.6768199148705,91.9351693181925,81.178215508132,83.9605188645819,86.8323111409349,102.117387313569,95.2982430689372
"ENSG00000002834",993.881619793183,989.672873936249,929.151866374795,972.864115180575,1079.84903648067,1167.97236717821,1212.44769636743,1207.03625390293,1191.35856930315,1127.14671821732,1034.71787474108
"ENSG00000002919",22.8890128849248,22.5554858970844,19.5073272049944,16.4999262968637,20.5588916223296,16.2893849434804,17.2300694935106,14.4895343897483,14.9321818830428,14.2927343117153,14.2819377133085
"ENSG00000002933",2.56534245919108,1.70603773322923,1.17129319351463,1.91827601424793,2.23044777219292,3.26280889473562,2.82700813564148,4.31405641133646,4.72510942223463,6.99824726476531,6.43096349053772
"ENSG00000003056",214.251059139097,209.619825568162,210.287123404767,219.254678668995,227.119617933734,217.045555958257,213.141917545578,232.80165781684,227.086316735094,221.494790231599,224.149732924447
"ENSG00000003147",26.5052725747067,24.539067535045,27.2655885061479,29.9082248302075,30.1663600947996,34.8115946589547,35.3782914908619,37.732365686875,39.8510497575122,34.1037370322225,39.6291396066582
"ENSG00000003249",38.7238243574456,36.9818591659386,34.0950808535377,34.0692374317473,36.7905839761553,37.3415902829364,37.1546885248535,37.1556306778279,38.2410703877356,39.9528466650113,37.2379982237268
"ENSG00000003393",64.7155144717015,81.0499444812816,73.1513495409568,80.4035888848145,68.9478934039304,73.5543812622969,74.903966981451,69.3349926824525,67.5520788138811,68.9104885757818,69.2654648968392
